,Date,Round,Home.Team,Home.Goals,Home.Behinds,P_Home,Away.Team,Away.Goals,Away.Behinds,P_Away,Venue,Margin,Season,Round.Type,home_win,Year,Team_Home,CP_Home,D_Home,CL_Home,I50_Home,MI5_Home,Team_Away,CP_Away,D_Away,CL_Away,I50_Away,MI5_Away,P_diff_5,CP_diff_5,D_diff_5,CL_diff_5,I50_diff_5,MI5_diff_5
105,2012-06-23,R13,Fremantle,14,5,89,Essendon,17,11,113,Subiaco,-24,2012,Regular,0.0,2012,Fremantle,142.0,360.0,38.0,46.0,14.0,Essendon,134.0,382.0,31.0,54.0,13.0,-24.200000000000003,-9.400000000000006,12.600000000000023,-1.2000000000000028,-9.599999999999994,-3.0
106,2012-06-24,R13,Melbourne,20,15,135,GWS,9,3,57,M.C.G.,78,2012,Regular,1.0,2012,Melbourne,179.0,409.0,36.0,74.0,17.0,GWS,142.0,357.0,37.0,32.0,7.0,19.800000000000004,9.0,-24.80000000000001,1.3999999999999986,7.799999999999997,1.8000000000000007
107,2012-06-24,R13,North Melbourne,17,19,121,Adelaide,13,11,89,Docklands,32,2012,Regular,1.0,2012,North Melbourne,134.0,352.0,36.0,59.0,19.0,Adelaide,115.0,286.0,31.0,43.0,14.0,16.200000000000003,-10.799999999999983,46.39999999999998,-1.0,8.799999999999997,3.4000000000000004
108,2012-06-29,R14,Carlton,10,10,70,Hawthorn,18,12,120,M.C.G.,-50,2012,Regular,0.0,2012,Carlton,135.0,360.0,34.0,44.0,9.0,Hawthorn,140.0,379.0,38.0,54.0,10.0,-6.200000000000003,8.400000000000006,-18.19999999999999,0.6000000000000014,-2.3999999999999986,-0.8000000000000007
109,2012-06-30,R14,Collingwood,15,17,107,Fremantle,12,6,78,M.C.G.,29,2012,Regular,1.0,2012,Collingwood,161.0,379.0,46.0,69.0,10.0,Fremantle,151.0,366.0,32.0,33.0,5.0,28.80000000000001,9.800000000000011,39.799999999999955,7.399999999999999,10.600000000000001,3.4000000000000004
110,2012-06-30,R14,Adelaide,17,4,106,Richmond,13,9,87,Football Park,19,2012,Regular,1.0,2012,Adelaide,150.0,332.0,42.0,47.0,13.0,Richmond,150.0,376.0,36.0,57.0,7.0,4.0,9.400000000000006,-27.400000000000034,2.3999999999999986,-3.200000000000003,-0.5999999999999996
111,2012-06-30,R14,West Coast,25,16,166,Gold Coast,5,10,40,Subiaco,126,2012,Regular,1.0,2012,West Coast,137.0,456.0,39.0,60.0,24.0,Gold Coast,110.0,276.0,33.0,30.0,5.0,32.6,9.599999999999994,11.800000000000011,10.799999999999997,14.0,2.4000000000000004
112,2012-06-30,R14,Essendon,21,14,140,Footscray,8,8,56,Docklands,84,2012,Regular,1.0,2012,Essendon,137.0,405.0,37.0,54.0,16.0,Footscray,125.0,339.0,36.0,48.0,10.0,21.39999999999999,-0.19999999999998863,2.599999999999966,-3.200000000000003,11.0,3.799999999999999
113,2012-06-30,R14,Sydney,19,18,132,GWS,5,8,38,Stadium Australia,94,2012,Regular,1.0,2012,Sydney,157.0,435.0,39.0,62.0,18.0,GWS,156.0,340.0,36.0,30.0,6.0,61.2,22.400000000000006,46.0,7.800000000000004,27.6,3.5999999999999996
114,2012-07-01,R14,Geelong,14,15,99,Port Adelaide,8,13,61,Kardinia Park,38,2012,Regular,1.0,2012,Geelong,153.0,352.0,35.0,63.0,19.0,Port Adelaide,144.0,315.0,51.0,37.0,4.0,,,,,,
115,2012-07-01,R14,Brisbane Lions,18,14,122,Melbourne,8,13,61,Gabba,61,2012,Regular,1.0,2012,Brisbane Lions,126.0,398.0,35.0,50.0,15.0,Melbourne,137.0,313.0,34.0,54.0,6.0,30.0,15.399999999999977,35.39999999999998,6.600000000000001,11.200000000000003,2.3999999999999986
116,2012-07-01,R14,St Kilda,15,13,103,North Melbourne,21,10,136,Docklands,-33,2012,Regular,0.0,2012,St Kilda,132.0,341.0,32.0,53.0,11.0,North Melbourne,125.0,378.0,34.0,67.0,16.0,20.39999999999999,-7.800000000000011,5.800000000000011,-0.8000000000000043,-0.7999999999999972,5.6
117,2012-07-06,R15,Collingwood,8,14,62,Carlton,12,13,85,M.C.G.,-23,2012,Regular,0.0,2012,Collingwood,136.0,334.0,26.0,44.0,13.0,Carlton,140.0,402.0,38.0,47.0,15.0,17.200000000000003,12.199999999999989,47.599999999999966,2.6000000000000014,6.599999999999994,0.8000000000000007
118,2012-07-07,R15,North Melbourne,13,6,84,West Coast,12,14,86,Bellerive Oval,-2,2012,Regular,0.0,2012,North Melbourne,121.0,316.0,35.0,44.0,11.0,West Coast,152.0,351.0,38.0,52.0,15.0,16.599999999999994,6.600000000000023,24.0,6.399999999999999,5.399999999999999,5.199999999999999
119,2012-07-07,R15,Melbourne,11,12,78,Richmond,13,23,101,M.C.G.,-23,2012,Regular,0.0,2012,Melbourne,133.0,318.0,26.0,41.0,11.0,Richmond,153.0,379.0,41.0,62.0,15.0,-18.0,-5.800000000000011,-63.39999999999998,0.0,-10.599999999999994,0.0
120,2012-07-07,R15,Sydney,16,14,110,Brisbane Lions,9,9,63,S.C.G.,47,2012,Regular,1.0,2012,Sydney,147.0,381.0,41.0,58.0,16.0,Brisbane Lions,144.0,374.0,31.0,42.0,13.0,39.8,20.19999999999999,51.200000000000045,8.600000000000001,21.200000000000003,3.200000000000001
121,2012-07-07,R15,Port Adelaide,8,10,58,Adelaide,17,14,116,Football Park,-58,2012,Regular,0.0,2012,Port Adelaide,123.0,283.0,34.0,35.0,5.0,Adelaide,146.0,362.0,48.0,59.0,20.0,-22.80000000000001,-6.200000000000017,7.0,-1.7999999999999972,-2.799999999999997,-3.5999999999999996
122,2012-07-07,R15,St Kilda,21,7,133,Essendon,8,14,62,Docklands,71,2012,Regular,1.0,2012,St Kilda,147.0,360.0,33.0,56.0,9.0,Essendon,126.0,322.0,35.0,55.0,8.0,2.4000000000000057,-16.599999999999994,-23.600000000000023,-0.6000000000000014,-2.6000000000000014,2.799999999999999
123,2012-07-08,R15,Hawthorn,28,25,193,GWS,4,7,31,M.C.G.,162,2012,Regular,1.0,2012,Hawthorn,131.0,454.0,38.0,75.0,21.0,GWS,121.0,325.0,27.0,34.0,6.0,79.60000000000001,13.599999999999994,51.400000000000034,4.0,27.4,6.999999999999999
124,2012-07-08,R15,Gold Coast,13,18,96,Geelong,15,20,110,Carrara,-14,2012,Regular,0.0,2012,Gold Coast,117.0,313.0,25.0,45.0,15.0,Geelong,131.0,405.0,31.0,60.0,19.0,-9.600000000000009,-3.4000000000000057,-9.400000000000034,3.0,-10.399999999999999,-0.8000000000000007
125,2012-07-08,R15,Fremantle,14,11,95,Footscray,8,9,57,Subiaco,38,2012,Regular,1.0,2012,Fremantle,133.0,348.0,42.0,54.0,16.0,Footscray,135.0,371.0,39.0,36.0,6.0,-2.0,-11.800000000000011,4.399999999999977,-6.399999999999999,-4.599999999999994,1.8000000000000007
126,2012-07-13,R16,North Melbourne,24,5,149,Carlton,14,12,96,Docklands,53,2012,Regular,1.0,2012,North Melbourne,135.0,323.0,39.0,54.0,12.0,Carlton,132.0,378.0,38.0,48.0,18.0,33.0,-2.0,11.0,0.5999999999999943,8.199999999999996,4.0
127,2012-07-14,R16,Melbourne,12,11,83,Fremantle,18,9,117,Docklands,-34,2012,Regular,0.0,2012,Melbourne,133.0,316.0,38.0,47.0,8.0,Fremantle,146.0,338.0,37.0,57.0,15.0,13.200000000000003,-3.0,-20.0,-0.19999999999999574,8.399999999999999,4.2
128,2012-07-14,R16,Port Adelaide,11,11,77,Essendon,19,13,127,Football Park,-50,2012,Regular,0.0,2012,Port Adelaide,136.0,386.0,39.0,45.0,8.0,Essendon,137.0,364.0,30.0,55.0,14.0,-22.80000000000001,-4.400000000000006,-43.39999999999998,3.200000000000003,-10.600000000000001,-3.1999999999999993
129,2012-07-14,R16,Richmond,13,10,88,Gold Coast,13,12,90,Cazaly's Stadium,-2,2012,Regular,0.0,2012,Richmond,144.0,391.0,27.0,56.0,10.0,Gold Coast,133.0,340.0,27.0,44.0,15.0,47.599999999999994,24.19999999999999,60.0,10.200000000000003,20.200000000000003,2.4000000000000004
130,2012-07-14,R16,Geelong,10,19,79,Collingwood,17,8,110,M.C.G.,-31,2012,Regular,0.0,2012,Geelong,149.0,347.0,31.0,56.0,18.0,Collingwood,141.0,382.0,31.0,57.0,13.0,6.200000000000003,-5.0,-6.800000000000011,-2.8000000000000043,2.6000000000000014,5.800000000000001
131,2012-07-14,R16,Brisbane Lions,14,8,92,St Kilda,16,9,105,Gabba,-13,2012,Regular,0.0,2012,Brisbane Lions,146.0,347.0,35.0,53.0,5.0,St Kilda,144.0,340.0,47.0,57.0,9.0,-15.599999999999994,0.19999999999998863,0.20000000000004547,-1.6000000000000014,-5.199999999999996,-0.3999999999999986
132,2012-07-15,R16,GWS,8,11,59,Adelaide,27,16,178,Sydney Showground,-119,2012,Regular,0.0,2012,GWS,121.0,328.0,27.0,45.0,5.0,Adelaide,145.0,378.0,41.0,68.0,28.0,-37.39999999999999,-6.199999999999989,9.600000000000023,-8.0,-4.0,-6.199999999999999
133,2012-07-15,R16,Footscray,6,8,44,Hawthorn,17,14,116,Docklands,-72,2012,Regular,0.0,2012,Footscray,116.0,347.0,28.0,38.0,9.0,Hawthorn,155.0,397.0,46.0,62.0,15.0,-33.2,16.599999999999994,-5.600000000000023,-0.3999999999999986,-3.200000000000003,-4.0
134,2012-07-15,R16,West Coast,10,9,69,Sydney,18,13,121,Subiaco,-52,2012,Regular,0.0,2012,West Coast,149.0,335.0,43.0,48.0,5.0,Sydney,179.0,420.0,44.0,65.0,7.0,25.599999999999994,6.0,38.19999999999999,6.799999999999997,8.0,4.799999999999999
135,2012-07-20,R17,Geelong,20,14,134,Essendon,10,7,67,Docklands,67,2012,Regular,1.0,2012,Geelong,153.0,379.0,41.0,65.0,24.0,Essendon,121.0,296.0,27.0,41.0,10.0,-0.4000000000000057,4.0,15.599999999999966,0.0,0.5999999999999943,6.4
136,2012-07-21,R17,Collingwood,13,13,91,Hawthorn,21,12,138,M.C.G.,-47,2012,Regular,0.0,2012,Collingwood,138.0,387.0,34.0,47.0,11.0,Hawthorn,147.0,384.0,47.0,54.0,15.0,-7.0,6.400000000000006,-2.599999999999966,-2.8000000000000043,-4.0,-2.0
137,2012-07-21,R17,Adelaide,19,10,124,West Coast,11,9,75,Football Park,49,2012,Regular,1.0,2012,Adelaide,153.0,387.0,39.0,54.0,15.0,West Coast,127.0,337.0,33.0,42.0,10.0,15.0,14.200000000000017,10.0,3.799999999999997,2.200000000000003,2.4000000000000004
138,2012-07-21,R17,Gold Coast,5,18,48,Brisbane Lions,8,11,59,Carrara,-11,2012,Regular,0.0,2012,Gold Coast,144.0,335.0,43.0,47.0,8.0,Brisbane Lions,147.0,392.0,22.0,51.0,10.0,-4.599999999999994,-10.200000000000003,-9.799999999999955,1.1999999999999957,-1.6000000000000014,-0.8000000000000007
139,2012-07-21,R17,Footscray,12,12,84,Carlton,16,6,102,Docklands,-18,2012,Regular,0.0,2012,Footscray,116.0,351.0,39.0,44.0,7.0,Carlton,130.0,335.0,34.0,49.0,15.0,-10.199999999999989,6.800000000000011,23.399999999999977,-2.5999999999999943,3.6000000000000014,-1.799999999999999
140,2012-07-21,R17,Melbourne,8,8,56,Port Adelaide,12,12,84,Marrara Oval,-28,2012,Regular,0.0,2012,Melbourne,133.0,355.0,34.0,55.0,10.0,Port Adelaide,142.0,360.0,35.0,45.0,10.0,11.600000000000009,-0.19999999999998863,-16.399999999999977,-5.399999999999999,3.6000000000000014,4.0
141,2012-07-22,R17,Sydney,15,15,105,St Kilda,10,16,76,S.C.G.,29,2012,Regular,1.0,2012,Sydney,149.0,359.0,42.0,52.0,15.0,St Kilda,129.0,308.0,37.0,60.0,8.0,11.400000000000006,11.400000000000006,47.19999999999999,0.6000000000000014,1.2000000000000028,2.0
142,2012-07-22,R17,Richmond,14,15,99,North Melbourne,15,13,103,M.C.G.,-4,2012,Regular,0.0,2012,Richmond,151.0,372.0,40.0,50.0,12.0,North Melbourne,127.0,383.0,44.0,62.0,11.0,1.7999999999999972,12.599999999999994,41.80000000000001,0.6000000000000014,1.0,1.0
143,2012-07-22,R17,Fremantle,18,24,132,GWS,5,7,37,Subiaco,95,2012,Regular,1.0,2012,Fremantle,158.0,368.0,34.0,67.0,12.0,GWS,116.0,338.0,25.0,26.0,5.0,36.6,5.800000000000011,44.80000000000001,4.599999999999994,16.0,4.800000000000001
144,2012-07-27,R18,Essendon,12,14,86,Hawthorn,27,18,180,Docklands,-94,2012,Regular,0.0,2012,Essendon,128.0,336.0,41.0,50.0,15.0,Hawthorn,135.0,394.0,43.0,73.0,24.0,-8.400000000000006,7.799999999999983,-1.1999999999999886,-4.399999999999999,5.799999999999997,0.20000000000000107
145,2012-07-28,R18,Geelong,15,12,102,Adelaide,11,9,75,Kardinia Park,27,2012,Regular,1.0,2012,Geelong,166.0,361.0,31.0,61.0,19.0,Adelaide,168.0,353.0,56.0,43.0,9.0,-12.199999999999989,3.1999999999999886,35.0,-7.799999999999997,5.399999999999999,2.400000000000002
146,2012-07-28,R18,North Melbourne,19,13,127,Melbourne,11,7,73,Docklands,54,2012,Regular,1.0,2012,North Melbourne,144.0,429.0,42.0,62.0,12.0,Melbourne,113.0,337.0,33.0,37.0,9.0,53.599999999999994,-2.8000000000000114,-0.4000000000000341,3.6000000000000014,5.799999999999997,5.3999999999999995
147,2012-07-28,R18,GWS,7,12,54,Collingwood,26,18,174,Sydney Showground,-120,2012,Regular,0.0,2012,GWS,121.0,414.0,33.0,42.0,9.0,Collingwood,132.0,431.0,33.0,66.0,26.0,-37.19999999999999,-15.799999999999983,-49.19999999999999,-5.399999999999999,-11.200000000000003,-5.199999999999999
148,2012-07-28,R18,Carlton,14,11,95,Richmond,13,13,91,M.C.G.,4,2012,Regular,1.0,2012,Carlton,166.0,323.0,49.0,47.0,11.0,Richmond,164.0,318.0,54.0,54.0,7.0,-15.399999999999991,-8.799999999999983,-22.599999999999966,1.6000000000000014,-8.200000000000003,0.6000000000000014
149,2012-07-28,R18,Gold Coast,8,6,54,Sydney,19,12,126,Carrara,-72,2012,Regular,0.0,2012,Gold Coast,148.0,398.0,40.0,37.0,7.0,Sydney,151.0,383.0,44.0,55.0,13.0,-23.0,-16.200000000000017,-34.19999999999999,-1.3999999999999986,-7.599999999999994,0.20000000000000107
150,2012-07-29,R18,Port Adelaide,6,12,48,Fremantle,11,9,75,Football Park,-27,2012,Regular,0.0,2012,Port Adelaide,140.0,361.0,39.0,43.0,10.0,Fremantle,136.0,345.0,30.0,44.0,15.0,3.799999999999997,-7.799999999999983,-8.0,7.399999999999999,4.799999999999997,-1.2000000000000002
151,2012-07-29,R18,St Kilda,16,22,118,Footscray,6,6,42,Docklands,76,2012,Regular,1.0,2012,St Kilda,131.0,399.0,35.0,55.0,24.0,Footscray,128.0,332.0,31.0,39.0,5.0,44.80000000000001,-12.599999999999994,-18.399999999999977,-8.0,3.0,3.8000000000000007
152,2012-07-29,R18,West Coast,28,7,175,Brisbane Lions,12,5,77,Subiaco,98,2012,Regular,1.0,2012,West Coast,152.0,387.0,39.0,68.0,17.0,Brisbane Lions,131.0,296.0,56.0,35.0,4.0,23.39999999999999,4.0,21.400000000000034,9.200000000000003,8.399999999999999,2.5999999999999996
153,2012-08-03,R19,Hawthorn,17,14,116,Geelong,18,10,118,M.C.G.,-2,2012,Regular,0.0,2012,Hawthorn,150.0,328.0,43.0,50.0,9.0,Geelong,135.0,307.0,39.0,51.0,16.0,46.0,8.400000000000006,19.19999999999999,7.199999999999996,8.600000000000009,3.0
154,2012-08-04,R19,Footscray,8,13,61,North Melbourne,18,7,115,Docklands,-54,2012,Regular,0.0,2012,Footscray,146.0,358.0,43.0,57.0,8.0,North Melbourne,139.0,404.0,37.0,47.0,12.0,-24.799999999999997,4.800000000000011,16.200000000000045,-0.3999999999999986,-10.400000000000006,-0.1999999999999993
155,2012-08-04,R19,GWS,16,11,107,Port Adelaide,10,13,73,Sydney Showground,34,2012,Regular,1.0,2012,GWS,138.0,375.0,31.0,46.0,15.0,Port Adelaide,132.0,358.0,28.0,56.0,9.0,-6.6000000000000085,-6.600000000000023,4.199999999999989,-4.799999999999997,1.3999999999999986,0.0
156,2012-08-04,R19,Fremantle,17,11,113,West Coast,6,12,48,Subiaco,65,2012,Regular,1.0,2012,Fremantle,162.0,329.0,49.0,56.0,11.0,West Coast,123.0,295.0,35.0,36.0,3.0,18.0,8.599999999999994,26.19999999999999,1.6000000000000014,6.0,2.8000000000000007
157,2012-08-04,R19,Collingwood,12,19,91,St Kilda,13,7,85,M.C.G.,6,2012,Regular,1.0,2012,Collingwood,155.0,373.0,43.0,58.0,9.0,St Kilda,133.0,376.0,33.0,46.0,9.0,-6.6000000000000085,11.400000000000006,32.799999999999955,-3.0,-5.0,1.0
158,2012-08-04,R19,Brisbane Lions,12,12,84,Richmond,20,12,132,Gabba,-48,2012,Regular,0.0,2012,Brisbane Lions,127.0,307.0,37.0,39.0,12.0,Richmond,147.0,365.0,51.0,63.0,12.0,4.0,-28.0,-1.8000000000000114,-7.0,-6.399999999999999,2.0
159,2012-08-05,R19,Melbourne,16,12,108,Gold Coast,9,12,66,M.C.G.,42,2012,Regular,1.0,2012,Melbourne,127.0,359.0,26.0,46.0,19.0,Gold Coast,145.0,337.0,38.0,48.0,13.0,31.199999999999996,14.599999999999994,-4.0,5.0,15.199999999999996,1.8000000000000007
160,2012-08-05,R19,Carlton,10,11,71,Sydney,14,9,93,Docklands,-22,2012,Regular,0.0,2012,Carlton,128.0,347.0,33.0,51.0,11.0,Sydney,138.0,359.0,39.0,46.0,11.0,-13.199999999999989,6.0,-21.19999999999999,7.0,-3.200000000000003,0.0
161,2012-08-05,R19,Adelaide,16,8,104,Essendon,15,10,100,Football Park,4,2012,Regular,1.0,2012,Adelaide,146.0,316.0,40.0,51.0,12.0,Essendon,164.0,324.0,46.0,64.0,8.0,5.6000000000000085,21.400000000000006,-0.6000000000000227,6.199999999999996,-2.0,1.0
162,2012-08-10,R20,West Coast,16,6,102,Geelong,15,7,97,Subiaco,5,2012,Regular,1.0,2012,West Coast,164.0,321.0,48.0,53.0,13.0,Geelong,147.0,313.0,49.0,48.0,6.0,15.799999999999997,10.0,28.799999999999955,7.0,5.200000000000003,1.3999999999999986
163,2012-08-11,R20,St Kilda,16,11,107,Melbourne,12,10,82,M.C.G.,25,2012,Regular,1.0,2012,St Kilda,136.0,374.0,40.0,50.0,14.0,Melbourne,141.0,365.0,36.0,50.0,10.0,59.99999999999999,2.4000000000000057,18.19999999999999,-0.3999999999999986,10.0,8.4
164,2012-08-11,R20,Adelaide,17,17,119,Fremantle,14,7,91,Football Park,28,2012,Regular,1.0,2012,Adelaide,145.0,332.0,43.0,49.0,18.0,Fremantle,129.0,253.0,26.0,48.0,10.0,22.799999999999997,7.599999999999994,7.0,4.0,10.0,2.799999999999999
165,2012-08-11,R20,Gold Coast,16,13,109,GWS,12,7,79,Carrara,30,2012,Regular,1.0,2012,Gold Coast,135.0,361.0,40.0,63.0,17.0,GWS,128.0,331.0,34.0,35.0,10.0,20.60000000000001,-1.8000000000000114,10.800000000000011,2.1999999999999957,10.800000000000004,3.6000000000000005
166,2012-08-11,R20,Carlton,17,11,113,Brisbane Lions,10,17,77,Docklands,36,2012,Regular,1.0,2012,Carlton,125.0,380.0,32.0,58.0,17.0,Brisbane Lions,124.0,331.0,31.0,42.0,8.0,9.0,9.399999999999977,6.599999999999966,4.799999999999997,6.399999999999999,-0.20000000000000107
167,2012-08-11,R20,Sydney,9,16,70,Collingwood,12,6,78,Stadium Australia,-8,2012,Regular,0.0,2012,Sydney,173.0,353.0,41.0,56.0,6.0,Collingwood,166.0,348.0,51.0,48.0,8.0,-9.0,6.399999999999977,-10.399999999999977,6.599999999999994,-2.0,-1.0
168,2012-08-12,R20,Hawthorn,24,15,159,Port Adelaide,13,9,87,York Park,72,2012,Regular,1.0,2012,Hawthorn,119.0,385.0,36.0,63.0,16.0,Port Adelaide,117.0,312.0,32.0,41.0,12.0,68.80000000000001,8.400000000000006,39.19999999999999,7.600000000000001,17.6,5.600000000000001
169,2012-08-12,R20,Richmond,22,18,150,Footscray,12,8,80,M.C.G.,70,2012,Regular,1.0,2012,Richmond,125.0,394.0,37.0,65.0,20.0,Footscray,114.0,321.0,31.0,36.0,12.0,37.0,7.600000000000023,41.400000000000034,-2.8000000000000043,9.799999999999997,3.3999999999999995
170,2012-08-12,R20,Essendon,11,10,76,North Melbourne,15,10,100,Docklands,-24,2012,Regular,0.0,2012,Essendon,149.0,312.0,36.0,46.0,12.0,North Melbourne,134.0,387.0,40.0,58.0,11.0,-2.4000000000000057,11.0,-5.0,1.0,3.1999999999999957,1.4000000000000004
171,2012-08-17,R21,Geelong,18,15,123,St Kilda,11,15,81,Docklands,42,2012,Regular,1.0,2012,Geelong,130.0,347.0,32.0,54.0,16.0,St Kilda,118.0,339.0,32.0,43.0,11.0,3.799999999999997,17.400000000000006,5.199999999999989,-6.0,2.0,9.2
172,2012-08-18,R21,Essendon,8,12,60,Carlton,24,12,156,M.C.G.,-96,2012,Regular,0.0,2012,Essendon,122.0,307.0,27.0,48.0,11.0,Carlton,143.0,364.0,38.0,59.0,23.0,7.799999999999997,12.400000000000006,6.600000000000023,-0.8000000000000043,12.199999999999996,0.1999999999999993
173,2012-08-18,R21,GWS,9,5,59,Melbourne,11,18,84,Manuka Oval,-25,2012,Regular,0.0,2012,GWS,134.0,309.0,37.0,35.0,8.0,Melbourne,132.0,361.0,35.0,50.0,16.0,4.800000000000011,-2.200000000000017,2.8000000000000114,-2.0,-4.799999999999997,0.39999999999999947
174,2012-08-18,R21,Fremantle,13,16,94,Richmond,11,6,72,Subiaco,22,2012,Regular,1.0,2012,Fremantle,153.0,399.0,36.0,55.0,15.0,Richmond,134.0,357.0,33.0,46.0,5.0,2.799999999999997,-15.199999999999989,-3.400000000000034,-7.200000000000003,-6.399999999999999,2.1999999999999993
175,2012-08-18,R21,Brisbane Lions,13,17,95,Adelaide,12,13,85,Gabba,10,2012,Regular,1.0,2012,Brisbane Lions,149.0,367.0,33.0,56.0,8.0,Adelaide,129.0,329.0,34.0,58.0,11.0,-7.3999999999999915,-10.0,19.399999999999977,-8.600000000000001,-0.6000000000000014,-4.000000000000002
176,2012-08-18,R21,Collingwood,8,13,61,North Melbourne,13,13,91,Docklands,-30,2012,Regular,0.0,2012,Collingwood,131.0,317.0,32.0,43.0,10.0,North Melbourne,132.0,379.0,32.0,54.0,13.0,-21.0,12.800000000000011,-21.0,-1.6000000000000014,-7.399999999999999,-1.8000000000000007
177,2012-08-19,R21,Port Adelaide,6,14,50,West Coast,14,14,98,Football Park,-48,2012,Regular,0.0,2012,Port Adelaide,115.0,339.0,30.0,48.0,13.0,West Coast,119.0,362.0,31.0,46.0,15.0,-9.400000000000006,0.5999999999999943,-3.3999999999999773,4.799999999999997,-1.7999999999999972,-2.4000000000000004
178,2012-08-19,R21,Footscray,13,7,85,Sydney,26,11,167,Docklands,-82,2012,Regular,0.0,2012,Footscray,139.0,342.0,38.0,44.0,8.0,Sydney,142.0,392.0,35.0,60.0,19.0,-33.8,-9.0,-14.0,-1.5999999999999943,-2.0,0.0
179,2012-08-19,R21,Hawthorn,19,15,129,Gold Coast,10,5,65,M.C.G.,64,2012,Regular,1.0,2012,Hawthorn,148.0,454.0,48.0,66.0,15.0,Gold Coast,110.0,338.0,26.0,33.0,8.0,99.0,13.800000000000011,40.39999999999998,11.0,27.000000000000007,4.6
180,2012-08-24,R22,Richmond,13,24,102,Essendon,8,9,57,M.C.G.,45,2012,Regular,1.0,2012,Richmond,146.0,412.0,26.0,71.0,23.0,Essendon,136.0,320.0,28.0,40.0,7.0,14.200000000000003,15.199999999999989,52.599999999999966,4.200000000000003,5.400000000000006,1.4000000000000004
181,2012-08-25,R22,St Kilda,25,13,163,GWS,5,5,35,Docklands,128,2012,Regular,1.0,2012,St Kilda,134.0,394.0,36.0,68.0,24.0,GWS,126.0,334.0,39.0,32.0,5.0,66.4,4.400000000000006,27.400000000000034,3.1999999999999993,23.0,8.399999999999999
182,2012-08-25,R22,Port Adelaide,14,9,93,Brisbane Lions,16,8,104,Football Park,-11,2012,Regular,0.0,2012,Port Adelaide,156.0,315.0,54.0,49.0,9.0,Brisbane Lions,157.0,310.0,40.0,48.0,9.0,-19.0,-7.199999999999989,-22.400000000000034,2.6000000000000014,-2.200000000000003,-2.0
183,2012-08-25,R22,Sydney,14,11,95,Hawthorn,15,12,102,S.C.G.,-7,2012,Regular,0.0,2012,Sydney,170.0,373.0,46.0,57.0,13.0,Hawthorn,159.0,335.0,48.0,58.0,6.0,-33.0,13.199999999999989,-10.0,-3.0,-4.799999999999997,-3.0
184,2012-08-25,R22,Gold Coast,15,8,98,Carlton,11,20,86,Carrara,12,2012,Regular,1.0,2012,Gold Coast,122.0,291.0,37.0,43.0,13.0,Carlton,145.0,365.0,45.0,66.0,18.0,-24.19999999999999,-0.5999999999999943,-4.800000000000011,-2.3999999999999986,-1.1999999999999957,-4.799999999999999
185,2012-08-25,R22,West Coast,15,17,107,Collingwood,8,10,58,Subiaco,49,2012,Regular,1.0,2012,West Coast,142.0,362.0,47.0,53.0,16.0,Collingwood,109.0,328.0,23.0,33.0,8.0,5.0,2.0,-13.399999999999977,4.799999999999997,2.0,0.1999999999999993
186,2012-08-26,R22,Geelong,16,11,107,Footscray,11,7,73,Kardinia Park,34,2012,Regular,1.0,2012,Geelong,124.0,383.0,23.0,57.0,18.0,Footscray,150.0,425.0,42.0,44.0,6.0,52.400000000000006,15.599999999999994,19.19999999999999,-4.0,18.199999999999996,11.6
187,2012-08-26,R22,North Melbourne,12,7,79,Fremantle,20,12,132,Docklands,-53,2012,Regular,0.0,2012,North Melbourne,127.0,328.0,34.0,42.0,6.0,Fremantle,164.0,385.0,42.0,60.0,15.0,30.799999999999997,-8.199999999999989,29.19999999999999,6.399999999999999,10.799999999999997,2.1999999999999993
188,2012-08-26,R22,Melbourne,11,15,81,Adelaide,22,18,150,M.C.G.,-69,2012,Regular,0.0,2012,Melbourne,128.0,356.0,29.0,51.0,12.0,Adelaide,147.0,326.0,42.0,51.0,15.0,-16.599999999999994,0.4000000000000057,9.799999999999955,-10.0,-1.6000000000000014,-3.3999999999999986
189,2012-08-31,R23,Hawthorn,14,11,95,West Coast,10,10,70,M.C.G.,25,2012,Regular,1.0,2012,Hawthorn,143.0,366.0,41.0,53.0,12.0,West Coast,137.0,359.0,36.0,51.0,7.0,68.60000000000001,9.400000000000006,54.80000000000001,6.199999999999996,19.4,4.200000000000001
190,2012-09-01,R23,Geelong,17,10,112,Sydney,11,12,78,Kardinia Park,34,2012,Regular,1.0,2012,Geelong,165.0,361.0,37.0,71.0,18.0,Sydney,145.0,372.0,33.0,41.0,6.0,-9.599999999999994,-7.799999999999983,-25.0,-7.0,3.3999999999999986,7.0
191,2012-09-01,R23,Adelaide,22,21,153,Gold Coast,9,8,62,Football Park,91,2012,Regular,1.0,2012,Adelaide,156.0,389.0,37.0,57.0,21.0,Gold Coast,121.0,313.0,31.0,39.0,8.0,50.99999999999999,30.400000000000006,17.19999999999999,11.2,13.199999999999996,4.0
192,2012-09-01,R23,GWS,11,11,77,North Melbourne,16,9,105,Sydney Showground,-28,2012,Regular,0.0,2012,GWS,149.0,375.0,50.0,55.0,10.0,North Melbourne,135.0,418.0,25.0,47.0,6.0,-38.400000000000006,2.1999999999999886,-42.19999999999999,-4.600000000000001,-17.0,-4.0
