"Date","Round","Home.Team","Home.Goals","Home.Behinds","Home.Points","Away.Team","Away.Goals","Away.Behinds","Away.Points","Venue","Margin","Season","Round.Type"
"2013-08-03","R19","GWS",19,10,124,"Melbourne",12,15,87,"Sydney Showground",37,2013,"Regular"
"2013-08-03","R19","Hawthorn",9,12,66,"Richmond",16,11,107,"M.C.G.",-41,2013,"Regular"
"2013-08-03","R19","West Coast",20,10,130,"Gold Coast",17,11,113,"Subiaco",17,2013,"Regular"
"2013-08-03","R19","Carlton",12,8,80,"Fremantle",17,14,116,"Docklands",-36,2013,"Regular"
"2013-08-03","R19","Brisbane Lions",16,12,108,"St Kilda",11,11,77,"Gabba",31,2013,"Regular"
"2013-08-04","R19","Footscray",15,9,99,"Sydney",21,8,134,"Docklands",-35,2013,"Regular"
"2013-08-04","R19","Adelaide",15,13,103,"Port Adelaide",17,5,107,"Football Park",-4,2013,"Regular"
"2013-08-04","R19","Collingwood",20,13,133,"Essendon",7,12,54,"M.C.G.",79,2013,"Regular"
"2013-08-09","R20","St Kilda",7,14,56,"Hawthorn",14,18,102,"Docklands",-46,2013,"Regular"
"2013-08-10","R20","Richmond",14,13,97,"Brisbane Lions",11,8,74,"M.C.G.",23,2013,"Regular"
"2013-08-10","R20","Geelong",20,9,129,"Port Adelaide",16,8,104,"Kardinia Park",25,2013,"Regular"
"2013-08-10","R20","Carlton",13,11,89,"Footscray",16,21,117,"Docklands",-28,2013,"Regular"
"2013-08-10","R20","Sydney",10,11,71,"Collingwood",14,16,100,"Stadium Australia",-29,2013,"Regular"
"2013-08-10","R20","Gold Coast",13,12,90,"Melbourne",10,17,77,"Carrara",13,2013,"Regular"
"2013-08-11","R20","Essendon",9,13,67,"West Coast",18,12,120,"Docklands",-53,2013,"Regular"
"2013-08-11","R20","Adelaide",11,13,79,"North Melbourne",10,10,70,"Football Park",9,2013,"Regular"
"2013-08-11","R20","Fremantle",24,13,157,"GWS",6,8,44,"Subiaco",113,2013,"Regular"
"2013-08-16","R21","Hawthorn",18,11,119,"Collingwood",12,12,84,"M.C.G.",35,2013,"Regular"
"2013-08-17","R21","Richmond",14,12,96,"Carlton",16,10,106,"M.C.G.",-10,2013,"Regular"
"2013-08-17","R21","Port Adelaide",16,17,113,"Gold Coast",14,12,96,"Football Park",17,2013,"Regular"
"2013-08-17","R21","Essendon",9,16,70,"North Melbourne",17,13,115,"Docklands",-45,2013,"Regular"
"2013-08-17","R21","West Coast",6,5,41,"Geelong",16,11,107,"Subiaco",-66,2013,"Regular"
"2013-08-17","R21","Brisbane Lions",18,15,123,"GWS",9,9,63,"Gabba",60,2013,"Regular"
"2013-08-18","R21","Melbourne",5,8,38,"Fremantle",20,13,133,"M.C.G.",-95,2013,"Regular"
"2013-08-18","R21","Sydney",18,10,118,"St Kilda",8,11,59,"S.C.G.",59,2013,"Regular"
